Well,Sample description 1,Sample description 2,Sample description 3,Sample description 4,Target,Conc(copies/µL),Molecular Weight(pg/µL),Status,Status Reason,Experiment,SampleType,TargetType,Supermix,DyeName(s),Copies/20µLWell,TotalConfMax,TotalConfMin,PoissonConfMax,PoissonConfMin,Accepted Droplets,Positives,Negatives,Ch1+Ch2+,Ch1+Ch2-,Ch1-Ch2+,Ch1-Ch2-,Linkage,CNV,TotalCNVMax,TotalCNVMin,PoissonCNVMax,PoissonCNVMin,ReferenceCopies,UnknownCopies,Threshold1,Threshold2,Threshold3,ThresholdSigmaAbove,ThresholdSigmaBelow,ReferenceUsed,Ratio,TotalRatioMax,TotalRatioMin,PoissonRatioMax,PoissonRatioMin,Fractional Abundance,TotalFractionalAbundanceMax,TotalFractionalAbundanceMin,PoissonFractionalAbundanceMax,PoissonFractionalAbundanceMin,MeanAmplitudeOfPositives,MeanAmplitudeOfNegatives,MeanAmplitudeTotal,ExperimentComments,MergedWells,TotalConfidenceMax68,TotalConfidenceMin68,PoissonConfidenceMax68,PoissonConfidenceMin68,TotalCNVMax68,TotalCNVMin68,PoissonCNVMax68,PoissonCNVMin68,TotalRatioMax68,TotalRatioMin68,PoissonRatioMax68,PoissonRatioMin68,TotalFractionalAbundanceMax68,TotalFractionalAbundanceMin68,PoissonFractionalAbundanceMax68,PoissonFractionalAbundanceMin68,TiltCorrected
G01,,,,,1,72.6195983886719,,Manual,Droplets Analyzed Manually,DQ,Unknown,Unknown,ddPCR Supermix for Probes (No dUTP),FAM,1452.39196777344,,,78.3276977539063,66.9390563964844,10441,625,9816,22,603,478,9338,0,2.51572060585022,,,2.81160877144755,2.21983266293992,2,,10710.1416015625,,,8.85158059733696,62.5226052064158,2,1.25786035859687,,,1.40580438572377,1.10991633146996,55.7102813647234,,,58.6123205941523,52.8082421352945,16825.47215,1935.74825258885,2827.04960647085,,,,,75.528434753418,69.7179336547852,,,2.66668317336945,2.36475826101801,,,1.33334158668473,1.18237913050901,,,57.1909054172817,54.229657312165,No
G01,,,,,2,57.7326393127441,,Manual,Droplets Analyzed Manually,DQ,Unknown,Unknown,ddPCR Supermix for Probes (No dUTP),VIC,1154.65283203125,,,62.8045539855957,52.6824989318848,10441,500,9941,22,603,478,9338,0,,,,,,,,7282.07177734375,,,6.14420368522501,28.4170582208526,,,,,,,,,,,,9168.6135703125,2896.53457023944,3196.89272559204,,,,,60.3176155090332,55.1533317565918,,,,,,,,,,,,,No
G02,,,,,1,74.8028564453125,,Manual,Droplets Analyzed Manually,DQ,Unknown,Unknown,ddPCR Supermix for Probes (No dUTP),FAM,1496.05712890625,,,80.2919464111328,69.3392486572266,11639,717,10922,56,661,718,10204,0.959542101069104,1.84792590141296,,,2.0356984088085,1.66015344741321,2,,8920.5537109375,,,7.68532437592028,43.0510077945934,2,0.923962964055427,,,1.01784920440425,0.830076723706604,48.0239475144496,,,50.5602937161225,45.4876013127766,16841.5874220929,1949.62455653114,2867.01757780511,,,,,77.6002044677734,72.0121307373047,,,1.94372764502396,1.75212421119775,,,0.971863822511978,0.876062105598876,,,49.3179940110582,46.729901017841,No
G02,,,,,2,80.9587173461914,,Manual,Droplets Analyzed Manually,DQ,Unknown,Unknown,ddPCR Supermix for Probes (No dUTP),VIC,1619.17431640625,,,86.6773300170898,75.2677841186523,11639,774,10865,56,661,718,10204,0.959542101069104,,,,,,,,6291.41015625,,,8.58168221161677,20.7775460925258,,,,,,,,,,,,9322.19953165375,2945.4198582726,3369.47926777488,,,,,83.8729019165039,78.0517349243164,,,,,,,,,,,,,No
G03,,,,,1,10.8621234893799,,OK,,DQ,Unknown,Unknown,ddPCR Supermix for Probes (No dUTP),FAM,217.242462158203,,,12.6824436187744,9.0446138381958,14907,137,14770,5,132,236,14534,0.225467368224127,1.13292825222015,,,1.37052406284553,0.895332514985042,2,,2276.33154296875,,,,,2,0.566464144457642,,,0.685262031422763,0.447666257492521,36.1619604548158,,,41.0033251504562,31.3205957591755,16024.2119586137,1818.45534644827,1949.0107000316,,,,,11.790506362915,9.93447113037109,,,1.2541505856941,1.01170599213647,,,0.627075292847049,0.505852996068235,,,38.6320437321459,33.6918771774858,No
G03,,,,,2,19.1753063201904,,OK,,DQ,Unknown,Unknown,ddPCR Supermix for Probes (No dUTP),VIC,383.506134033203,,,21.5988006591797,16.7567958831787,14907,241,14666,5,132,236,14534,0.225467368224127,,,,,,,,3444.40454101563,,,,,,,,,,,,,,,,8950.26567565158,2881.17976181923,2979.29807571429,,,,,20.4111614227295,17.9407520294189,,,,,,,,,,,,,No
G04,,,,,1,20.6695175170898,,OK,,DQ,Unknown,Unknown,ddPCR Supermix for Probes (No dUTP),FAM,413.390350341797,,,23.2092666625977,18.1352405548096,14642,255,14387,9,246,456,13931,0.0761526526395583,1.08877348899841,,,1.25506668224137,0.922480237342283,2,,,,,,,2,0.544386729895913,,,0.627533341120684,0.461240118671142,35.2493788866344,,,38.7354194074813,31.7633383657874,16812.4252642463,1833.95890165915,2094.81868327776,,,,,21.9646224975586,19.3758373260498,,,1.17361676221533,1.00393015736832,,,0.586808381107666,0.501965078684159,,,37.0279672488904,33.4707905243783,No
G04,,,,,2,37.9684448242188,,OK,,DQ,Unknown,Unknown,ddPCR Supermix for Probes (No dUTP),VIC,759.368896484375,,,41.4247245788574,34.5222854614258,14642,465,14177,9,246,456,13931,0.0761526526395583,,,,,,,,,,,,,,,,,,,,,,,,9117.77249453965,2910.57837979605,3107.70618087212,,,,,39.730583190918,36.2089424133301,,,,,,,,,,,,,No
G05,,,,,1,7.81857967376709,,OK,,DQ,Unknown,Unknown,ddPCR Supermix for Probes (No dUTP),FAM,156.371597290039,,,9.30796337127686,6.33107900619507,16003,106,15897,1,105,236,15661,0,0.890828132629395,,,1.09484779045169,0.686808465585686,2,,,,,,,2,0.445414064009343,,,0.547423895225843,0.343404232792843,30.8156724844531,,,35.698343650051,25.9330013188553,16897.2881872789,1846.02932578578,1945.72522276249,,,,,8.57823371887207,7.05941534042358,,,0.994919758423313,0.786736497614058,,,0.497459879211657,0.393368248807029,,,33.3068304262699,28.3245145426364,No
G05,,,,,2,17.5535087585449,,OK,,DQ,Unknown,Unknown,ddPCR Supermix for Probes (No dUTP),VIC,351.070190429688,,,19.790491104126,15.3207702636719,16003,237,15766,1,105,236,15661,0,,,,,,,,,,,,,,,,,,,,,,,,9261.22806854892,2953.97266992349,3047.38137638316,,,,,18.6942958831787,16.4138278961182,,,,,,,,,,,,,No
G06,,,,,1,12.1943435668945,,OK,,DQ,Unknown,Unknown,ddPCR Supermix for Probes (No dUTP),FAM,243.886871337891,,,14.2608909606934,10.1314191818237,12995,134,12861,3,131,245,12616,0.0412843173417662,1.0758570432663,,,1.3019402189835,0.849773780514695,2,,4538.27685546875,,,,,2,0.537928499874549,,,0.65097010949175,0.424886890257348,34.9774713140714,,,39.7567905767274,30.1981520514154,16403.8214858326,1825.39625333859,1975.72399332737,,,,,13.2482509613037,11.1413793563843,,,1.19120545745907,0.96050854203913,,,0.595602728729533,0.480254271019565,,,37.4158968978797,32.5390457302631,No
G06,,,,,2,22.6690788269043,,OK,,DQ,Unknown,Unknown,ddPCR Supermix for Probes (No dUTP),VIC,453.381591796875,,,25.4939098358154,19.851016998291,12995,248,12747,3,131,245,12616,0.0412843173417662,,,,,,,,3431.48608398438,,,,,,,,,,,,,,,,9045.02176887758,2911.270309708,3028.32843682413,,,,,24.1094722747803,21.2304496765137,,,,,,,,,,,,,No
G07,,,,,1,9.20573329925537,,OK,,DQ,Unknown,Unknown,ddPCR Supermix for Probes (No dUTP),FAM,184.114669799805,,,10.8968563079834,7.5170373916626,14626,114,14512,0,114,224,14288,0,1.01399958133698,,,1.24265331751463,0.785345850521134,2,,,,,,,2,0.506999792008942,,,0.621326658757316,0.392672925260567,33.6429901780593,,,38.6770910850145,28.608889271104,16760.479911938,1819.997674717,1936.44885583578,,,,,10.068247795105,8.34385108947754,,,1.13065961029938,0.897339557736385,,,0.565329805149691,0.448669778868192,,,36.2114080872182,31.0745722689003,No
G07,,,,,2,18.1572723388672,,OK,,DQ,Unknown,Unknown,ddPCR Supermix for Probes (No dUTP),VIC,363.145446777344,,,20.537540435791,15.7818078994751,14626,224,14402,0,114,224,14288,0,,,,,,,,,,,,,,,,,,,,,,,,9106.81775120327,2918.42298770285,3013.19944244264,,,,,19.37109375,16.9447002410889,,,,,,,,,,,,,No
G08,,,,,1,27.0178241729736,,OK,,DQ,Unknown,Unknown,ddPCR Supermix for Probes (No dUTP),FAM,540.356506347656,,,29.9589729309082,24.0840072631836,14315,325,13990,9,316,286,13704,0.197681514068948,2.20574235916138,,,2.5534094883328,1.8580752851675,2,,,,,,,2,1.10287119337507,,,1.2767047441664,0.92903764258375,52.4459699124502,,,56.377017106686,48.5149227182145,16344.6136388221,1772.81539736701,2103.64560543357,,,,,28.5174922943115,25.5200653076172,,,2.38312333982624,2.02836143367406,,,1.19156166991312,1.01418071683703,,,54.4516037349385,50.440336089962,No
G08,,,,,2,24.4977149963379,,OK,,DQ,Unknown,Unknown,ddPCR Supermix for Probes (No dUTP),VIC,489.954284667969,,,27.2966632843018,21.7054080963135,14315,295,14020,9,316,286,13704,0.197681514068948,,,,,,,,,,,,,,,,,,,,,,,,8973.40378873146,2860.14115412082,2986.12176726858,,,,,25.9249172210693,23.0722389221191,,,,,,,,,,,,,No
G09,,,,,1,17.7732105255127,,OK,,DQ,Unknown,Unknown,ddPCR Supermix for Probes (No dUTP),FAM,355.464202880859,,,20.3031845092773,15.2486639022827,12672,190,12482,9,181,344,12138,0.359376450945747,1.06946074962616,,,1.25807099085422,0.880850502328718,2,,,,,,,2,0.534730373295735,,,0.62903549542711,0.440425251164359,34.8419750205005,,,38.8457633148154,30.8381867261857,16255.743385074,1825.23307730124,2041.59963021134,,,,,19.0633335113525,16.4844989776611,,,1.16569032398447,0.973231169198469,,,0.582845161992235,0.486615584599235,,,36.8847211981484,32.7992288428527,No
G09,,,,,2,33.2377052307129,,OK,,DQ,Unknown,Unknown,ddPCR Supermix for Probes (No dUTP),VIC,664.754089355469,,,36.7103042602539,29.7753219604492,12672,353,12319,9,181,344,12138,0.359376450945747,,,,,,,,,,,,,,,,,,,,,,,,9001.79068918201,2829.64883295272,3001.58428712325,,,,,35.0081596374512,31.4699115753174,,,,,,,,,,,,,No
G10,,,,,1,13.1159372329712,,OK,,DQ,Unknown,Unknown,ddPCR Supermix for Probes (No dUTP),FAM,262.318756103516,,,15.1759767532349,11.0594997406006,14071,156,13915,5,151,355,13560,0.0875281926127022,0.860309958457947,,,1.0219422477875,0.698677675752639,2,,,,,,,2,0.430154980885034,,,0.510971123893749,0.349338837876319,30.0775081466232,,,34.0287345358438,26.1262817574027,16400.6496832432,1797.36207418822,1959.26335107064,,,,,14.1665277481079,12.0662851333618,,,0.942775351358218,0.777844572181918,,,0.471387675679109,0.388922286090959,,,32.093438450937,28.0615778423094,No
G10,,,,,2,30.491189956665,,OK,,DQ,Unknown,Unknown,ddPCR Supermix for Probes (No dUTP),VIC,609.823791503906,,,33.6452751159668,27.3455390930176,14071,360,13711,5,151,355,13560,0.0875281926127022,,,,,,,,,,,,,,,,,,,,,,,,9002.853253852,2866.67002912166,3023.66142709643,,,,,32.0993614196777,28.8852157592773,,,,,,,,,,,,,No
G11,,,,,1,14.8314905166626,,OK,,DQ,Unknown,Unknown,ddPCR Supermix for Probes (No dUTP),FAM,296.629821777344,,,16.8685531616211,12.797947883606,16284,204,16080,5,199,348,15732,0.0432057264947753,1.15045535564423,,,1.34877074706267,0.952139929736205,2,,,,,,,2,0.575227669199719,,,0.674385373531336,0.476069964868102,36.5171130781342,,,40.5132448466384,32.52098130963,16628.5974695542,1790.76311204445,1976.64607746646,,,,,15.8703680038452,13.793529510498,,,1.25163660424246,1.04927407255641,,,0.625818302121232,0.524637036278206,,,38.5559545052237,34.4782716510447,No
G11,,,,,2,25.7836875915527,,OK,,DQ,Unknown,Unknown,ddPCR Supermix for Probes (No dUTP),VIC,515.673767089844,,,28.4765815734863,23.0969429016113,16284,353,15931,5,199,348,15732,0.0432057264947753,,,,,,,,,,,,,,,,,,,,,,,,9083.40910360969,2888.23677102929,3022.53398506766,,,,,27.1568431854248,24.4121322631836,,,,,,,,,,,,,No
G12,,,,,1,71.2520904541016,,OK,,DQ,Unknown,Unknown,ddPCR Supermix for Probes (No dUTP),FAM,1425.04174804688,,,75.8837738037109,66.6385650634766,15536,913,14623,41,872,726,13897,0,2.39244914054871,,,2.62215794972829,2.16274017913149,2,,,,,,,2,1.19622453221495,,,1.31107897486414,1.08137008956575,54.4673149155894,,,56.8485064062506,52.0861234249283,16169.3946895537,1797.64273395394,2642.22367727671,,,,,73.612922668457,68.89599609375,,,2.50964702582449,2.27525110303529,,,1.25482351291225,1.13762555151765,,,55.6822038739906,53.2524259571883,No
G12,,,,,2,59.5641441345215,,OK,,DQ,Unknown,Unknown,ddPCR Supermix for Probes (No dUTP),VIC,1191.28283691406,,,63.7876091003418,55.355785369873,15536,767,14769,41,872,726,13897,0,,,,,,,,,,,,,,,,,,,,,,,,8886.11613645392,2788.55948050168,3089.59101726245,,,,,61.7170753479004,57.4151420593262,,,,,,,,,,,,,No
H01,,,,,1,31.6228828430176,,OK,,DQ,Unknown,Unknown,ddPCR Supermix for Probes (No dUTP),FAM,632.457641601563,,,34.9265213012695,28.3284931182861,13310,353,12957,20,333,615,12342,0.301153144076554,1.09972202777863,,,1.24283151865214,0.956612488049604,2,,,,,,,2,0.549861001675435,,,0.621415759326069,0.478306244024802,35.4780848786454,,,38.4569649167084,32.4992048405824,16251.6930301655,1891.02601080286,2271.89118419392,,,,,33.3072547912598,29.94091796875,,,1.17273690598401,1.02670710071773,,,0.586368452992006,0.513353550358865,,,36.9979183815198,33.9582513757711,No
H01,,,,,2,57.510684967041,,OK,,DQ,Unknown,Unknown,ddPCR Supermix for Probes (No dUTP),VIC,1150.21374511719,,,61.9928550720215,53.0455284118652,13310,635,12675,20,333,615,12342,0.301153144076554,,,,,,,,,,,,,,,,,,,,,,,,9062.96549504798,2813.59668953017,3111.74463780243,,,,,59.7953720092773,55.2304267883301,,,,,,,,,,,,,No
H02,,,,,1,24.3372230529785,,OK,,DQ,Unknown,Unknown,ddPCR Supermix for Probes (No dUTP),FAM,486.744445800781,,,27.2656497955322,21.4160671234131,12992,266,12726,5,261,314,12412,0,1.6642484664917,,,1.93509685282716,1.39340009560183,2,,,,,,,2,0.832124237107247,,,0.967548426413578,0.696700047800916,45.4185486035103,,,49.453017804247,41.3840794027735,16979.6526227679,1864.81611138583,2174.2793589249,,,,,25.8304061889648,22.8459300994873,,,1.80243623317058,1.52606071525841,,,0.901218116585291,0.763030357629203,,,47.4769484369628,43.3601487700578,No
H02,,,,,2,29.2471027374268,,OK,,DQ,Unknown,Unknown,ddPCR Supermix for Probes (No dUTP),VIC,584.942077636719,,,32.4611167907715,26.0418453216553,12992,319,12673,5,261,314,12412,0,,,,,,,,,,,,,,,,,,,,,,,,9264.22449457533,2950.24954891875,3105.28018374514,,,,,30.8858089447021,27.6106739044189,,,,,,,,,,,,,No
H03,,,,,1,13.4067459106445,,OK,,DQ,Unknown,Unknown,ddPCR Supermix for Probes (No dUTP),FAM,268.134918212891,,,15.4731035232544,11.3440103530884,14297,162,14135,3,159,292,13843,0,1.0931396484375,,,1.30265992998659,0.88361931703589,2,,2432.78491210938,,,,,2,0.54656981175562,,,0.651329964993295,0.441809658517945,35.3407785152078,,,39.7206066351465,30.9609503952691,16460.0886170187,1825.56857951609,1991.39303542121,,,,,14.4605569839478,12.3538780212402,,,1.20003764622259,0.986241600799887,,,0.600018823111296,0.493120800399943,,,37.5753827581723,33.1061742722433,No
H03,,,,,2,24.528881072998,,OK,,DQ,Unknown,Unknown,ddPCR Supermix for Probes (No dUTP),VIC,490.57763671875,,,27.3313941955566,21.7330265045166,14297,295,14002,3,159,292,13843,0,,,,,,,,3478.02709960938,,,,,,,,,,,,,,,,8989.64212377516,2889.29482942866,3015.16756159851,,,,,25.9579010009766,23.1015949249268,,,,,,,,,,,,,No
H04,,,,,1,9.91855335235596,,OK,,DQ,Unknown,Unknown,ddPCR Supermix for Probes (No dUTP),FAM,198.371063232422,,,11.6727447509766,8.16697406768799,14651,123,14528,3,120,247,14281,0.0742406080717335,0.979698777198792,,,1.19118576333568,0.768211825482271,2,,,,,,,2,0.489849397204488,,,0.59559288166784,0.384105912741136,32.8791217504016,,,37.6430902157181,28.1151532850851,16776.1640942581,1807.27562122933,1932.94440030124,,,,,10.8132228851318,9.02456474304199,,,1.08760026393289,0.871797324885063,,,0.543800131966444,0.435898662442532,,,35.3097168872177,30.4485266135855,No
H04,,,,,2,20.2481689453125,,OK,,DQ,Unknown,Unknown,ddPCR Supermix for Probes (No dUTP),VIC,404.96337890625,,,22.7608699798584,17.7408218383789,14651,250,14401,3,120,247,14281,0.0742406080717335,,,,,,,,,,,,,,,,,,,,,,,,9116.5261875,2883.79515028321,2990.1484885744,,,,,21.5294895172119,18.9682426452637,,,,,,,,,,,,,No
H05,,,,,1,16.6436023712158,,OK,,DQ,Unknown,Unknown,ddPCR Supermix for Probes (No dUTP),FAM,332.872039794922,,,18.7735366821289,14.5175170898438,16729,235,16494,10,225,421,16073,0.288831301642602,1.08401036262512,,,1.25630096886271,0.911719855567684,2,,,,,,,2,0.542005206107599,,,0.628150484431355,0.455859927783842,35.1493758880201,,,38.7723046832462,31.5264470927939,16762.9558427527,1880.46209440004,2089.52336709194,,,,,17.7298202514648,15.5583848953247,,,1.17191361372849,0.996107210701902,,,0.585956806864246,0.498053605350951,,,36.9978059247668,33.3009458512733,No
H05,,,,,2,30.7074584960938,,OK,,DQ,Unknown,Unknown,ddPCR Supermix for Probes (No dUTP),VIC,614.149169921875,,,33.6102066040039,27.8118534088135,16729,431,16298,10,225,421,16073,0.288831301642602,,,,,,,,,,,,,,,,,,,,,,,,9289.15824164371,2946.97641372072,3110.37412833814,,,,,32.187557220459,29.2292194366455,,,,,,,,,,,,,No
H06,,,,,1,24.6585330963135,,OK,,DQ,Unknown,Unknown,ddPCR Supermix for Probes (No dUTP),FAM,493.170654296875,,,27.560848236084,21.7633628845215,13403,278,13125,10,268,622,12503,0,0.867870151996613,,,0.990295190464305,0.745445107702297,2,,,,,,,2,0.43393507454165,,,0.495147595232153,0.372722553851148,30.2618355772039,,,33.2388523950766,27.2848187593312,16507.5073663725,1883.17040218564,2186.50291550683,,,,,26.1384124755859,23.1805152893066,,,0.930331783192649,0.805408514973952,,,0.465165891596325,0.402704257486976,,,31.7807187494516,28.7429524049562,No
H06,,,,,2,56.8253974914551,,OK,,DQ,Unknown,Unknown,ddPCR Supermix for Probes (No dUTP),VIC,1136.50793457031,,,61.2645645141602,52.4029159545898,13403,632,12771,10,268,622,12503,0,,,,,,,,,,,,,,,,,,,,,,,,9166.27654874778,2891.16409784696,3187.05838039335,,,,,59.0881843566895,54.566951751709,,,,,,,,,,,,,No
H07,,,,,1,21.3440284729004,,OK,,DQ,Unknown,Unknown,ddPCR Supermix for Probes (No dUTP),FAM,426.880554199219,,,23.860330581665,18.8330955505371,15407,277,15130,19,258,547,14583,0.712081893260321,0.969448804855347,,,1.1087836592967,0.830113894240385,2,,,,,,,2,0.484724388384272,,,0.554391829648351,0.415056947120192,32.6474322222029,,,35.8078040032248,29.487060441181,16587.3448887353,1835.97134296546,2101.18393932934,,,,,22.6271839141846,20.0622711181641,,,1.04053787727272,0.898359676264364,,,0.520268938636361,0.449179838132182,,,34.259863962878,31.0350004815278,No
H07,,,,,2,44.0333290100098,,OK,,DQ,Unknown,Unknown,ddPCR Supermix for Probes (No dUTP),VIC,880.666564941406,,,47.6668281555176,40.4110145568848,15407,566,14841,19,258,547,14583,0.712081893260321,,,,,,,,,,,,,,,,,,,,,,,,9158.62489820285,2931.8037663425,3160.55568174673,,,,,45.8857536315918,42.1838188171387,,,,,,,,,,,,,No
H08,,,,,1,28.5790977478027,,OK,,DQ,Unknown,Unknown,ddPCR Supermix for Probes (No dUTP),FAM,571.581970214844,,,31.2930469512939,25.8713912963867,17792,427,17365,14,413,420,16945,0.248872599541332,1.96734702587128,,,2.23018701591774,1.70450705563476,2,,,,,,,2,0.983673517888124,,,1.11509350795887,0.852253527817379,49.5884785988055,,,52.9282830486069,46.248674149004,16560.2522893186,1841.04368757648,2194.2980756691,,,,,29.9629821777344,27.196834564209,,,2.10144887892066,1.83324519263183,,,1.05072443946033,0.916622596315916,,,51.2924580779517,47.8844991196592,No
H08,,,,,2,29.0534381866455,,OK,,DQ,Unknown,Unknown,ddPCR Supermix for Probes (No dUTP),VIC,581.068786621094,,,31.7901248931885,26.3231048583984,17792,434,17358,14,413,420,16945,0.248872599541332,,,,,,,,,,,,,,,,,,,,,,,,9142.7958984375,2912.77446347292,3064.74328669541,,,,,30.4489097595215,27.6596183776855,,,,,,,,,,,,,No
H09,,,,,1,76.4910278320313,,OK,,DQ,Unknown,Unknown,ddPCR Supermix for Probes (No dUTP),FAM,1529.82055664063,,,81.7263717651367,71.2788772583008,13090,824,12266,40,784,784,11482,0,2,,,2.19315975798927,1.80684024201073,2,,,,,,,2,1,,,1.09657987899464,0.903420121005364,50,,,52.4144969748659,47.5855030251341,16521.4566549653,1870.28552010233,2792.55939444359,,,,,79.1592102050781,73.8288803100586,,,2.09855044497523,1.90144955502477,,,1.04927522248761,0.950724777512385,,,51.2318805621904,48.7681194378096,No
H09,,,,,2,76.4910278320313,,OK,,DQ,Unknown,Unknown,ddPCR Supermix for Probes (No dUTP),VIC,1529.82055664063,,,81.7263717651367,71.2788772583008,13090,824,12266,40,784,784,11482,0,,,,,,,,,,,,,,,,,,,,,,,,9139.46181036199,2893.48997342557,3286.66650464296,,,,,79.1592102050781,73.8288803100586,,,,,,,,,,,,,No
H10,,,,,1,12.0686416625977,,OK,,DQ,Unknown,Unknown,ddPCR Supermix for Probes (No dUTP),FAM,241.372833251953,,,13.8789501190186,10.261116027832,16755,171,16584,6,165,367,16217,0.159117296285048,0.911304175853729,,,1.07626128764894,0.746347018261614,2,,,,,,,2,0.455652076477638,,,0.538130643824469,0.373173509130807,31.3022654136019,,,35.1947413838006,27.4097894434033,16331.7868238304,1772.41580351826,1921.00741464768,,,,,12.9919204711914,11.1460886001587,,,0.995465862899514,0.827142443011039,,,0.497732931449757,0.41357122150552,,,33.2882203356315,29.3163104915724,No
H10,,,,,2,26.4865283966064,,OK,,DQ,Unknown,Unknown,ddPCR Supermix for Probes (No dUTP),VIC,529.730590820313,,,29.1776466369629,23.8015537261963,16755,373,16382,6,165,367,16217,0.159117296285048,,,,,,,,,,,,,,,,,,,,,,,,8987.31138467661,2855.03303877493,2991.54988885081,,,,,27.8587799072266,25.1158790588379,,,,,,,,,,,,,No
H11,,,,,1,14.9599781036377,,OK,,DQ,Unknown,Unknown,ddPCR Supermix for Probes (No dUTP),FAM,299.199554443359,,,16.85817527771,13.0648384094238,18915,239,18676,7,232,487,18189,0.0490336014612411,0.961004376411438,,,1.1094192931311,0.812589419862078,2,,,,,,,2,0.480502178248295,,,0.554709646565552,0.406294709931039,32.4553509821118,,,35.840903178952,29.0697987852717,16428.9181771378,1768.21454477708,1953.45949154601,,,,,15.9280624389648,13.9926891326904,,,1.03672615884497,0.885282554148216,,,0.518363079422483,0.442641277074108,,,34.1826711569036,30.7280308073201,No
H11,,,,,2,31.1340484619141,,OK,,DQ,Unknown,Unknown,ddPCR Supermix for Probes (No dUTP),VIC,622.680969238281,,,33.8828773498535,28.391622543335,18915,494,18421,7,232,487,18189,0.0490336014612411,,,,,,,,,,,,,,,,,,,,,,,,8985.27570296685,2859.80473468205,3019.78267062351,,,,,32.5357093811035,29.7340526580811,,,,,,,,,,,,,No
H12,,,,,1,40.4503059387207,,OK,,DQ,Unknown,Unknown,ddPCR Supermix for Probes (No dUTP),FAM,809.006103515625,,,43.9458847045898,36.9650764465332,15267,516,14751,42,474,1088,13663,0.327923120498184,0.894241392612457,,,0.987376117017193,0.801106611511469,2,,,,,,,2,0.447120682132166,,,0.493688058508597,0.400553305755735,30.8972629341034,,,33.1209428284767,28.67358303973,16258.5711944344,1804.50873540486,2293.03275642138,,,,,42.2324676513672,38.6708374023438,,,0.94175894804543,0.846723780483233,,,0.470879474022715,0.423361890241616,,,32.0317899775542,29.7627358906525,No
H12,,,,,2,90.4684295654297,,OK,,DQ,Unknown,Unknown,ddPCR Supermix for Probes (No dUTP),VIC,1809.36865234375,,,95.7564926147461,85.2040252685547,15267,1130,14137,42,474,1088,13663,0.327923120498184,,,,,,,,,,,,,,,,,,,,,,,,9005.67571945866,2882.33512998981,3335.55939579841,,,,,93.163444519043,87.7795639038086,,,,,,,,,,,,,No